YEAR,Rk,Team,Conf,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A,Age,PW,PL,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attend.,Attend./G
2007,9,Denver Nuggets,W,45,37,0.549,1.62,108.12,106.51,1.62,1.69,107.95,106.24,1.7,26.5,45,37,0.07,1.69,107.6,105.9,97.4,0.36,0.212,0.548,0.501,14.6,28.9,0.268,0.499,14.5,71.8,0.203,Pepsi Center,"706,437","17,230"
2010,7,Atlanta Hawks,E,53,29,0.646,4.66,112.6,107.6,5,4.44,112.67,107.91,4.77,26.5,54,28,-0.22,4.44,111.9,106.7,90.1,0.281,0.214,0.545,0.506,11.4,28.2,0.213,0.496,13.2,72.7,0.208,Philips Arena,"678,375","16,546"
2001,28,Golden State Warriors,W,17,65,0.207,-9.05,98.41,108.09,-9.68,-8.11,98.68,107.34,-8.65,26.6,17,65,0.94,-8.11,97.8,107.4,94.1,0.282,0.134,0.47,0.429,13.9,33.3,0.199,0.504,15,69.7,0.227,The Arena in Oakland,"591,981","14,439"
2011,30,Cleveland Cavaliers,E,19,63,0.232,-9.01,102.74,112.56,-9.81,-8.88,103.02,112.69,-9.67,26.6,18,64,0.14,-8.88,102.2,111.8,93,0.312,0.224,0.518,0.472,13.4,24.2,0.233,0.524,12.7,73.3,0.211,Quicken Loans Arena,"824,595","20,112"
2009,30,Los Angeles Clippers,W,19,63,0.232,-8.77,102.87,112.52,-9.65,-8.46,102.84,112.16,-9.31,26.6,18,64,0.3,-8.47,102.3,111.7,92.1,0.275,0.226,0.52,0.481,14,25.1,0.202,0.512,12.4,71.2,0.227,STAPLES Center,"663,587","16,185"
2016,24,New Orleans Pelicans,W,30,52,0.366,-3.79,106.27,110.17,-3.89,-3.55,106.32,109.96,-3.63,26.6,31,51,0.24,-3.56,105.6,109.5,96.8,0.259,0.277,0.537,0.498,12.3,21.2,0.201,0.523,12.7,78.8,0.225,Smoothie King Center,"688,549","16,794"
2010,21,Indiana Pacers,E,32,50,0.39,-3.01,104.6,107.64,-3.04,-3.1,104.58,107.73,-3.14,26.6,33,49,-0.1,-3.11,103.7,106.8,97.1,0.296,0.278,0.536,0.491,13.8,21.6,0.229,0.49,13.4,73,0.258,Conseco Fieldhouse,"582,295","14,202"
2016,21,Sacramento Kings,W,33,49,0.402,-2.48,106.57,109.07,-2.5,-2.31,106.44,108.77,-2.33,26.6,34,48,0.16,-2.32,106,108.4,100,0.295,0.26,0.546,0.51,14.2,23.9,0.214,0.521,14,74.9,0.202,Sleep Train Arena,"707,526","17,222"
2018,18,Charlotte Hornets,E,36,46,0.439,0.26,109.95,109.72,0.23,0.07,109.93,109.89,0.04,26.6,42,40,-0.19,0.07,109.4,109.1,98.4,0.312,0.314,0.549,0.508,11.4,22.2,0.233,0.532,12.4,80.7,0.165,Spectrum Center,"671,404","16,376"
2012,6,Denver Nuggets,W,38,28,0.576,2.88,109.95,106.97,2.99,3.16,109.94,106.63,3.31,26.6,39,27,0.29,3.16,109.2,106.2,94.2,0.326,0.243,0.556,0.516,14.1,27.7,0.239,0.508,14.3,74.3,0.185,Pepsi Center,"561,966","17,029"
2000,8,Minnesota Timberwolves,W,50,32,0.61,2.52,106.98,104.1,2.87,2.67,107.05,104.03,3.02,26.6,48,34,0.14,2.67,106.1,103.4,91.8,0.256,0.104,0.525,0.485,12.9,29.4,0.2,0.474,14,73,0.25,Target Center,"690,012",
2010,10,Portland Trail Blazers,W,50,32,0.61,3.3,111.91,108.02,3.88,3.18,111.78,108.04,3.74,26.6,51,31,-0.13,3.18,110.8,107.1,87.7,0.315,0.215,0.547,0.499,12.1,28.2,0.249,0.502,13.3,74.8,0.219,Rose Garden Arena,"840,371","20,497"
2001,4,Dallas Mavericks,W,53,29,0.646,4.28,108,103.36,4.63,4.6,108.07,103.07,4.99,26.6,53,29,0.32,4.61,107.1,102.6,93.2,0.291,0.202,0.544,0.498,13.1,24.1,0.231,0.467,14.2,70.7,0.244,Reunion Arena,"680,238","16,591"
2009,1,Cleveland Cavaliers,E,66,16,0.805,8.93,113.29,103.2,10.09,8.68,113.18,103.37,9.8,26.6,65,17,-0.25,8.68,112.4,102.4,88.7,0.312,0.259,0.56,0.519,12.5,27.7,0.236,0.468,13.5,74.6,0.226,Quicken Loans Arena,"841,000","20,512"
2015,1,Golden State Warriors,W,67,15,0.817,10.1,112.18,101.86,10.32,10.01,111.9,101.67,10.23,26.6,65,17,-0.09,10.01,111.6,101.4,98.3,0.239,0.311,0.571,0.54,13.1,24.1,0.184,0.47,14.3,74.5,0.217,Oracle Arena,"803,436","19,596"
2010,27,Detroit Pistons,E,27,55,0.329,-5.11,106.6,112.41,-5.82,-5.02,106.78,112.48,-5.7,26.7,26,56,0.09,-5.02,105.6,111.4,88.5,0.303,0.18,0.515,0.474,12.8,30.3,0.22,0.526,14.2,73.4,0.264,The Palace of Auburn Hills,"768,826","18,752"
2006,21,Minnesota Timberwolves,W,33,49,0.402,-1.88,103.52,105.65,-2.13,-1.75,103.59,105.58,-1.99,26.7,35,47,0.13,-1.75,102.4,104.5,88.8,0.299,0.149,0.524,0.48,14.2,25.2,0.226,0.475,13.4,71.3,0.236,Target Center,"662,167","16,150"
2005,20,Golden State Warriors,W,34,48,0.415,-2.16,105.24,107.71,-2.46,-1.74,105.22,107.24,-2.01,26.7,35,47,0.42,-1.74,104.7,106.9,93.3,0.278,0.252,0.512,0.475,12.3,27.8,0.201,0.491,13.9,69.7,0.227,Oakland Arena,"670,368","16,350"
2011,17,Milwaukee Bucks,E,35,47,0.427,-0.84,102.47,103.46,-1,-1.01,102.29,103.48,-1.18,26.7,38,44,-0.17,-1.02,101.6,102.5,89.8,0.287,0.216,0.511,0.467,13,24.7,0.217,0.481,14.7,74.8,0.236,Bradley Center,"631,912","15,412"
2008,18,Indiana Pacers,E,36,46,0.439,-1.4,106.69,108.2,-1.51,-1.86,106.47,108.47,-2,26.7,37,45,-0.46,-1.87,106,107.5,97.7,0.292,0.289,0.54,0.498,13.5,24.4,0.224,0.498,14.1,73.9,0.271,Conseco Fieldhouse,"501,092","12,222"
2001,9,Houston Rockets,W,45,37,0.549,2.29,107.6,105.02,2.58,2.71,107.75,104.71,3.04,26.7,48,34,0.42,2.71,106.7,104.2,90.4,0.321,0.217,0.538,0.492,14,27.5,0.244,0.475,12.6,71.9,0.206,Compaq Center,"518,555","12,648"
2018,4,Utah Jazz,W,48,34,0.585,4.3,109.07,104.56,4.51,4.47,108.92,104.24,4.68,26.7,53,29,0.17,4.47,108.4,103.9,95.7,0.26,0.357,0.564,0.527,13.7,21.5,0.202,0.506,14,79.8,0.19,Vivint Smart Home Arena,"734,806","17,922"
2011,12,Portland Trail Blazers,W,48,34,0.585,1.52,109.78,107.93,1.85,1.85,109.73,107.54,2.19,26.7,46,36,0.32,1.85,108.8,107.1,87.9,0.278,0.228,0.533,0.486,12.6,29.5,0.224,0.51,15.4,72,0.231,Rose Garden Arena,"840,924","20,510"
2005,10,Denver Nuggets,W,49,33,0.598,2.02,106.6,104.67,1.93,2.22,106.49,104.34,2.15,26.7,47,35,0.2,2.23,106,103.9,93.5,0.35,0.142,0.535,0.483,13.8,28.4,0.267,0.482,15.1,71.7,0.247,Pepsi Center,"723,949","17,657"
2002,5,Minnesota Timberwolves,W,50,32,0.61,3.38,109.79,105.97,3.82,3.58,109.78,105.73,4.05,26.7,51,31,0.2,3.58,109,105.3,90.5,0.255,0.152,0.532,0.49,12.5,31.3,0.203,0.482,12.7,73.7,0.218,Target Center,"731,673","17,846"
2008,10,Orlando Magic,E,52,30,0.634,5.46,112.12,106.26,5.86,4.79,111.89,106.75,5.14,26.7,56,26,-0.68,4.79,111.3,105.5,93.4,0.355,0.322,0.575,0.537,13.6,23.4,0.256,0.484,12.3,74.8,0.217,Amway Arena,"709,346","17,301"
2008,2,Los Angeles Lakers,W,57,25,0.695,7.26,113.71,106.08,7.63,7.34,113.72,105.99,7.73,26.7,59,23,0.09,7.34,113,105.5,95.6,0.333,0.257,0.57,0.525,12.9,26.3,0.256,0.485,12.9,73.4,0.214,STAPLES Center,"778,877","18,997"
2004,28,Chicago Bulls,E,23,59,0.28,-6.35,97.49,104.38,-6.88,-6.69,97.42,104.67,-7.25,26.8,23,59,-0.33,-6.69,96.6,103.4,92.2,0.272,0.186,0.486,0.446,14.9,28.1,0.197,0.469,14.1,71.4,0.253,United Center,"809,177","19,736"
2014,25,Los Angeles Lakers,W,27,55,0.329,-6.29,104.89,111.01,-6.13,-5.33,105.23,110.38,-5.15,26.8,25,57,0.96,-5.33,104.2,110.6,98.7,0.263,0.291,0.542,0.505,13.7,20.2,0.199,0.513,12.4,71,0.192,STAPLES Center,"771,974","18,829"
2011,20,Utah Jazz,W,39,43,0.476,-1.83,108.95,111.05,-2.1,-1.44,109.08,110.75,-1.67,26.8,36,46,0.39,-1.44,108.1,110.1,91,0.313,0.191,0.544,0.498,13.5,27,0.241,0.505,13.8,71.7,0.275,EnergySolutions Arena,"799,982","19,512"
2007,15,Washington Wizards,E,41,41,0.5,-0.51,110.57,111.28,-0.71,-0.8,110.7,111.71,-1.01,26.8,40,42,-0.28,-0.8,110.1,110.6,94.1,0.356,0.237,0.542,0.491,12.6,28.1,0.272,0.517,14.4,71,0.249,Verizon Center,"753,283","18,373"
2006,9,Los Angeles Clippers,W,47,35,0.573,1.57,106.09,104.24,1.85,1.75,106.11,104.08,2.03,26.8,46,36,0.18,1.75,105.3,103.6,91.7,0.332,0.131,0.54,0.487,13.8,25.4,0.263,0.471,12.2,75.9,0.24,STAPLES Center,"712,409","17,376"
2017,5,Utah Jazz,W,51,31,0.622,3.94,110.46,106.19,4.27,4,110.31,105.98,4.33,26.8,52,30,0.06,4,109.6,105.3,91.6,0.288,0.327,0.563,0.526,13.2,23.2,0.215,0.493,11.8,78.9,0.195,Vivint Smart Home Arena,"806,142","19,662"
2015,30,New York Knicks,E,17,65,0.207,-9.32,100.89,111.01,-10.13,-9.49,101.06,111.36,-10.3,26.9,17,65,-0.18,-9.5,99.9,110,91.2,0.234,0.24,0.508,0.47,14,24.5,0.18,0.512,13.3,73.1,0.234,Madison Square Garden (IV),"812,292","19,812"
2000,27,Golden State Warriors,W,19,63,0.232,-8.27,100.4,109.04,-8.64,-7.62,100.7,108.65,-7.96,26.9,20,62,0.64,-7.63,99.8,108.4,95.4,0.301,0.15,0.484,0.444,13.9,32.6,0.21,0.499,14.6,69.1,0.259,The Arena in Oakland,"509,171",
2009,28,Washington Wizards,E,19,63,0.232,-7.46,105.98,114.23,-8.26,-6.98,106.39,114.11,-7.73,26.9,21,61,0.48,-6.98,105.4,113.6,91,0.293,0.18,0.524,0.48,13.2,27.7,0.224,0.533,13.3,71.4,0.227,Verizon Center,"681,119","16,613"
2016,28,Brooklyn Nets,E,21,61,0.256,-7.35,103.74,111.6,-7.86,-7.11,104.06,111.66,-7.61,26.9,22,60,0.24,-7.12,103.2,110.9,95.2,0.246,0.218,0.527,0.492,13.6,24.1,0.186,0.534,13.1,75.7,0.176,Barclays Center,"620,142","15,125"
2013,28,Phoenix Suns,W,25,57,0.305,-6.46,102,108.82,-6.82,-5.75,102.2,108.24,-6.04,26.9,23,59,0.71,-5.75,101.2,108.1,93.4,0.234,0.21,0.512,0.477,14.3,27,0.174,0.512,14.2,71.9,0.208,US Airways Center,"632,913","15,437"
2001,23,Cleveland Cavaliers,E,30,52,0.366,-4.24,101.1,105.71,-4.6,-4.48,101.16,106.02,-4.87,26.9,28,54,-0.23,-4.48,100.3,104.9,91.2,0.312,0.101,0.509,0.459,15.4,29.7,0.239,0.477,14.1,71.1,0.248,Gund Arena,"650,775","15,873"
2005,25,Milwaukee Bucks,E,30,52,0.366,-2.99,107,110.42,-3.42,-3.09,107.21,110.72,-3.51,26.9,32,50,-0.1,-3.09,106.6,109.8,90.8,0.339,0.141,0.527,0.475,13,29,0.261,0.499,12.4,72,0.233,Bradley Center,"637,009","15,537"
2011,24,Charlotte Bobcats,E,34,48,0.415,-4,104.32,108.92,-4.6,-4.08,104.43,109.11,-4.67,26.9,29,53,-0.08,-4.08,103.4,107.8,89.6,0.314,0.189,0.528,0.482,14.1,25.7,0.237,0.5,12.9,75.2,0.229,Time Warner Cable Arena,"649,694","15,846"
2003,15,Seattle SuperSonics,W,40,42,0.488,-0.12,104.48,104.63,-0.14,0.37,104.64,104.25,0.4,26.9,41,41,0.49,0.37,103.7,103.9,88,0.27,0.196,0.512,0.472,12.8,28.1,0.201,0.484,14.3,71.8,0.21,KeyArena at Seattle Center,"637,194","15,541"
2017,15,Chicago Bulls,E,41,41,0.5,0.43,108.04,107.72,0.32,0.03,107.91,107.98,-0.08,26.9,42,40,-0.39,0.03,107.4,107,95.3,0.259,0.256,0.53,0.487,12.3,27,0.206,0.507,12.4,76.8,0.169,United Center,"888,882","21,680"
2003,17,Orlando Magic,E,42,40,0.512,0.13,105.84,105.72,0.12,-0.39,105.75,106.2,-0.45,26.9,41,41,-0.53,-0.39,105.2,105,93.1,0.307,0.235,0.526,0.478,13.3,27,0.239,0.486,15.1,71.1,0.25,TD Waterhouse Centre,"605,901","14,778"
2018,15,Washington Wizards,E,43,39,0.524,0.59,109.96,109.41,0.55,0.53,110,109.49,0.5,26.9,43,39,-0.06,0.53,109.3,108.7,96.6,0.254,0.31,0.56,0.525,13.3,23.5,0.196,0.522,13.6,77.1,0.212,Capital One Arena,"739,302","18,032"
2003,19,Boston Celtics,E,44,38,0.537,-0.39,101.9,102.33,-0.43,-0.75,101.78,102.59,-0.81,26.9,40,42,-0.36,-0.75,101.2,101.6,90.9,0.306,0.331,0.514,0.47,13.4,23.6,0.227,0.471,15.1,72.5,0.242,FleetCenter,"709,049","17,294"
2016,11,Indiana Pacers,E,45,37,0.549,1.71,105.28,103.51,1.77,1.62,105.26,103.58,1.68,26.9,46,36,-0.09,1.62,104.6,102.9,96.6,0.268,0.27,0.536,0.497,13.5,23.4,0.205,0.489,14.3,76,0.205,Bankers Life Fieldhouse,"690,733","16,847"
2002,7,Seattle SuperSonics,W,45,37,0.549,3.02,109.77,106.3,3.47,3.24,109.78,106.06,3.72,26.9,50,32,0.22,3.24,108.9,105.6,89,0.25,0.193,0.54,0.505,13.2,29.4,0.189,0.485,14.5,68.1,0.206,KeyArena at Seattle Center,"633,516","15,452"
2007,7,Cleveland Cavaliers,E,50,32,0.61,3.83,106.15,102.1,4.05,3.33,105.92,102.41,3.52,26.9,52,30,-0.5,3.33,105.5,101.3,90.8,0.32,0.211,0.522,0.484,13.4,29.7,0.223,0.48,14.7,75.8,0.243,Quicken Loans Arena,"837,883","20,436"
2015,6,Cleveland Cavaliers,E,53,29,0.646,4.48,111.93,107.13,4.8,4.08,111.97,107.58,4.39,26.9,53,29,-0.4,4.08,111.1,106.3,92.3,0.287,0.334,0.557,0.52,13.4,26.8,0.216,0.502,12.6,74.7,0.177,Quicken Loans Arena,"843,042","20,562"
2001,27,Washington Wizards,E,19,63,0.232,-6.67,101.43,108.65,-7.21,-6.75,101.62,108.93,-7.31,27,23,59,-0.08,-6.75,100.6,107.8,92.7,0.348,0.131,0.514,0.46,15.7,29.7,0.264,0.503,14.1,71.8,0.236,MCI Center,"638,653","15,577"
2015,27,Los Angeles Lakers,W,21,61,0.256,-6.84,104.07,111.44,-7.36,-6.17,104.26,110.9,-6.65,27,23,59,0.67,-6.17,103.4,110.6,94,0.276,0.22,0.513,0.473,12.1,25.4,0.204,0.518,12.1,76.3,0.231,STAPLES Center,"768,244","18,738"
2005,26,Portland Trail Blazers,W,27,55,0.329,-4,104.26,108.64,-4.37,-3.45,104.39,108.17,-3.78,27,29,53,0.55,-3.45,103.2,107.7,89.8,0.303,0.181,0.524,0.484,15.2,29.6,0.219,0.479,12.6,67.7,0.204,Rose Garden Arena,"680,374","16,594"
2009,23,Toronto Raptors,E,33,49,0.402,-2.82,107.72,110.69,-2.97,-2.53,107.99,110.66,-2.66,27,33,49,0.28,-2.54,107,110,92,0.279,0.193,0.542,0.494,12.8,24,0.23,0.511,12.6,73.7,0.202,Air Canada Centre,"769,707","18,773"
2005,19,Toronto Raptors,E,33,49,0.402,-1.62,107.78,109.41,-1.63,-1.81,107.85,109.68,-1.83,27,36,46,-0.19,-1.81,106.9,108.7,92.7,0.316,0.253,0.539,0.492,12.5,23.7,0.244,0.499,13.4,71.1,0.24,Air Canada Centre,"703,388","17,156"
2017,18,Indiana Pacers,E,42,40,0.512,-0.22,109.33,109.49,-0.16,-0.64,109.21,109.81,-0.6,27,40,42,-0.42,-0.64,108.6,108.8,95.9,0.261,0.272,0.558,0.516,12.8,21.2,0.212,0.512,13.6,75.5,0.225,Bankers Life Fieldhouse,"684,578","16,697"
2018,17,Los Angeles Clippers,W,42,40,0.512,0.04,110.97,111.02,-0.05,0.15,111.06,111,0.07,27,41,41,0.11,0.15,110.3,110.2,98.7,0.299,0.314,0.564,0.527,13.2,23.5,0.222,0.52,12.6,76.1,0.203,STAPLES Center,"697,812","17,020"
2015,5,Portland Trail Blazers,W,51,31,0.622,4.23,108.81,104.3,4.5,4.41,108.72,104.03,4.69,27,53,29,0.18,4.41,108.2,103.7,94.2,0.225,0.316,0.544,0.508,12.6,24.2,0.18,0.476,11.3,76.2,0.182,Moda Center,"798,368","19,472"
2013,6,Memphis Grizzlies,W,56,26,0.683,4.15,105.95,101.22,4.74,4.33,105.72,100.79,4.93,27,54,28,0.18,4.32,104.9,100.3,88.4,0.261,0.166,0.514,0.472,13.3,31,0.202,0.475,15.2,74.3,0.209,FedEx Forum,"681,613","16,625"
2002,1,Sacramento Kings,W,61,21,0.744,7.61,109.7,101.62,8.08,7.61,109.48,101.37,8.12,27,61,21,0,7.61,109,101.1,95.6,0.308,0.166,0.539,0.497,12.4,27.9,0.231,0.467,13.6,71.7,0.185,ARCO Arena (II),"709,997","17,317"
2001,20,Detroit Pistons,E,32,50,0.39,-1.7,100.61,102.41,-1.79,-2.08,100.46,102.69,-2.23,27.1,36,46,-0.39,-2.08,100,101.8,94.7,0.325,0.162,0.498,0.453,14.2,29.3,0.234,0.466,14,72.2,0.233,The Palace of Auburn Hills,"607,323","14,813"
2013,16,Atlanta Hawks,E,44,38,0.537,0.4,105.5,105.14,0.37,-0.07,105.39,105.54,-0.15,27.1,42,40,-0.48,-0.08,104.8,104.4,92.6,0.244,0.286,0.546,0.517,14.2,22.2,0.174,0.496,14.2,73.6,0.181,Philips Arena,"620,146","15,126"
2008,16,Cleveland Cavaliers,E,45,37,0.549,-0.35,106.66,107.15,-0.49,-0.52,106.58,107.23,-0.65,27.1,40,42,-0.17,-0.53,106,106.4,90.2,0.308,0.231,0.52,0.48,13.1,30.4,0.221,0.494,12.9,75.9,0.24,Quicken Loans Arena,"839,074","20,465"
2005,14,Boston Celtics,E,45,37,0.549,0.87,108.31,107.4,0.91,0.34,108.27,107.92,0.35,27.1,43,39,-0.52,0.35,107.5,106.6,93.3,0.357,0.192,0.551,0.501,14.7,27.2,0.273,0.481,14.2,70.1,0.274,FleetCenter,"656,081","16,002"
2010,13,Miami Heat,E,47,35,0.573,2.28,107.63,105.06,2.57,2,107.58,105.32,2.26,27.1,48,34,-0.29,1.99,106.6,104.1,89.6,0.296,0.219,0.537,0.496,12.8,26.1,0.223,0.48,13.9,74.9,0.246,AmericanAirlines Arena,"726,935","17,730"
2018,10,Minnesota Timberwolves,W,47,35,0.573,2.23,114.24,111.86,2.38,2.35,114.41,111.91,2.5,27.1,47,35,0.12,2.35,113.4,111.1,96,0.28,0.261,0.566,0.523,11.4,24.4,0.225,0.539,13.9,76.4,0.189,Target Center,"699,308","17,056"
2000,14,Philadelphia 76ers,E,49,33,0.598,1.34,102.24,100.8,1.44,1.02,102,100.91,1.09,27.1,45,37,-0.32,1.02,101.5,100,92.7,0.329,0.095,0.501,0.457,14.2,31.4,0.233,0.466,16.2,69.9,0.229,First Union Center,"756,956",
2006,8,Cleveland Cavaliers,E,50,32,0.61,2.23,108.49,106.01,2.48,2.17,108.49,106.07,2.42,27.1,48,34,-0.06,2.17,107.8,105.4,89.8,0.362,0.228,0.538,0.492,13.3,28.4,0.263,0.49,12.8,75.7,0.226,Gund Arena,"792,391","19,327"
2001,2,Sacramento Kings,W,55,27,0.671,5.82,106.32,100.23,6.08,6.07,106.23,99.85,6.38,27.1,57,25,0.25,6.07,105.6,99.6,94.4,0.298,0.194,0.529,0.484,13.4,27.2,0.23,0.46,14.5,70.7,0.181,ARCO Arena (II),"709,997","17,317"
2008,5,New Orleans Hornets,W,56,26,0.683,5.28,112.21,106.44,5.77,5.46,112.3,106.34,5.96,27.1,56,26,0.18,5.46,111.5,105.7,89.9,0.251,0.239,0.548,0.512,11.4,27,0.193,0.501,13.5,75.4,0.184,New Orleans Arena,"581,432","14,181"
2004,5,Indiana Pacers,E,61,21,0.744,5.76,104.77,98.16,6.61,4.93,104.47,98.77,5.7,27.1,58,24,-0.82,4.93,103.8,97.2,87.5,0.319,0.203,0.52,0.471,14.1,28.5,0.243,0.459,15.7,73.9,0.218,Conseco Fieldhouse,"678,326","16,545"
2012,1,Chicago Bulls,E,50,16,0.758,8.18,108.22,98.89,9.33,7.43,108.21,99.72,8.49,27.1,51,15,-0.76,7.43,107.4,98.3,89.1,0.255,0.205,0.523,0.49,13.2,32.6,0.184,0.45,12.8,74.3,0.175,United Center,"731,326","22,161"
2011,23,Detroit Pistons,E,30,52,0.366,-3.6,108.37,112.5,-4.13,-3.78,108.65,112.98,-4.33,27.2,31,51,-0.18,-3.78,107.7,111.7,89.2,0.279,0.189,0.533,0.495,12.5,27.4,0.206,0.526,13.8,72.1,0.235,The Palace of Auburn Hills,"683,080","16,660"
2000,24,Cleveland Cavaliers,E,32,50,0.39,-3.5,101.04,104.85,-3.81,-3.64,100.87,104.83,-3.96,27.2,31,51,-0.14,-3.64,100.4,104,95.7,0.327,0.136,0.516,0.468,15.6,28.1,0.245,0.474,15.1,71.2,0.275,Gund Arena,"603,702",
2016,23,New York Knicks,E,32,50,0.39,-2.73,105.41,108.43,-3.03,-2.73,105.55,108.58,-3.02,27.2,33,49,0,-2.74,104.6,107.6,93.4,0.255,0.256,0.527,0.483,12.6,23.7,0.205,0.487,10.5,75.8,0.204,Madison Square Garden (IV),"812,292","19,812"
2003,24,Atlanta Hawks,E,35,47,0.427,-3.56,103.1,106.96,-3.86,-3.87,103.07,107.27,-4.19,27.2,31,51,-0.31,-3.87,102.3,106.1,91,0.313,0.177,0.527,0.476,15.7,27.9,0.248,0.469,12.1,70.4,0.222,Philips Arena,"528,655","12,894"
2007,20,Indiana Pacers,E,35,47,0.427,-2.44,103.7,106.21,-2.51,-2.62,103.72,106.44,-2.72,27.2,34,48,-0.18,-2.62,102.9,105.5,92.4,0.324,0.212,0.523,0.474,15.1,28.4,0.246,0.491,14.8,72.7,0.271,Conseco Fieldhouse,"629,750","15,360"
2008,17,Washington Wizards,E,43,39,0.524,-0.33,110.03,110.39,-0.36,-0.6,110.06,110.71,-0.65,27.2,40,42,-0.28,-0.61,109.2,109.6,89.5,0.297,0.241,0.535,0.489,12.5,28.9,0.233,0.513,13.5,72.8,0.217,Verizon Center,"736,461","17,962"
2006,12,Sacramento Kings,W,44,38,0.537,1.54,107.45,105.8,1.65,1.61,107.51,105.8,1.72,27.2,45,37,0.07,1.61,106.7,105,91.9,0.334,0.217,0.544,0.492,13.9,25.4,0.262,0.488,13.7,72.2,0.21,ARCO Arena (II),"709,997","17,317"
2014,8,Indiana Pacers,E,56,26,0.683,4.4,104.7,100.05,4.65,3.63,104.25,100.42,3.83,27.2,54,28,-0.77,3.63,104.1,99.3,92.5,0.29,0.235,0.535,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.197,Bankers Life Fieldhouse,"717,542","17,501"
2010,28,Los Angeles Clippers,W,29,53,0.354,-6.35,104.07,111.02,-6.95,-6.01,104.04,110.61,-6.57,27.3,24,58,0.34,-6.01,103.3,110.1,92.6,0.283,0.221,0.529,0.491,14.8,27.1,0.206,0.509,12.2,74,0.214,STAPLES Center,"670,063","16,343"
2000,21,New Jersey Nets,E,31,51,0.378,-1.04,105.93,107.12,-1.19,-1.18,105.98,107.31,-1.33,27.3,38,44,-0.15,-1.18,105.1,106.3,92.5,0.297,0.2,0.517,0.468,12.6,28.1,0.233,0.491,15.2,67.2,0.223,Continental Airlines Arena,"643,631",
2017,25,New York Knicks,E,31,51,0.378,-3.67,108.57,112.35,-3.77,-3.87,108.62,112.6,-3.98,27.3,31,51,-0.2,-3.87,107.7,111.5,96,0.239,0.279,0.534,0.496,12.4,26.6,0.188,0.511,11.7,74.1,0.214,Madison Square Garden (IV),"810,741","19,774"
2007,17,Sacramento Kings,W,33,49,0.402,-1.8,106.79,108.59,-1.8,-1.35,106.92,108.23,-1.31,27.3,36,46,0.46,-1.35,106.2,108,94.8,0.379,0.232,0.545,0.491,13.5,23.1,0.289,0.513,14.9,72.5,0.24,ARCO Arena (II),"709,997","17,317"
2005,24,New York Knicks,E,33,49,0.402,-2.44,106.93,109.59,-2.66,-2.73,107.05,110.01,-2.96,27.3,34,48,-0.28,-2.72,106.2,108.9,90.7,0.312,0.188,0.531,0.485,13.8,28.3,0.239,0.501,13.8,71.2,0.265,Madison Square Garden (IV),"800,144","19,516"
2008,19,Sacramento Kings,W,38,44,0.463,-2.26,108.25,110.71,-2.45,-1.85,108.48,110.51,-2.03,27.3,35,47,0.4,-1.86,107.5,109.9,94.7,0.346,0.208,0.556,0.503,14.8,25.2,0.276,0.51,13.9,71.7,0.256,ARCO Arena (II),"580,181","14,151"
2006,10,Indiana Pacers,E,41,41,0.5,1.89,105.3,103,2.3,1.62,104.91,102.9,2.01,27.3,47,35,-0.27,1.62,104.5,102.4,89.7,0.344,0.245,0.533,0.487,14.8,27.1,0.254,0.464,13,72.6,0.232,Conseco Fieldhouse,"663,368","16,180"
2016,17,Washington Wizards,E,41,41,0.5,-0.5,106.09,106.48,-0.39,-0.49,106.23,106.62,-0.39,27.3,40,42,0,-0.5,105.3,105.8,98.5,0.263,0.282,0.544,0.511,13.1,20.6,0.192,0.515,14.6,77.7,0.218,Verizon Center,"725,426","17,693"
2018,6,Oklahoma City Thunder,W,48,34,0.585,3.41,111.48,108.02,3.47,3.42,111.5,108.03,3.47,27.3,50,32,0,3.42,110.7,107.2,96.7,0.275,0.345,0.546,0.514,12.4,27.7,0.197,0.525,14.7,77.4,0.193,Chesapeake Energy Arena,"746,322","18,203"
2003,4,New Jersey Nets,E,49,33,0.598,5.22,104.42,98.8,5.62,4.42,103.93,99.18,4.75,27.3,56,26,-0.8,4.42,103.8,98.1,91.6,0.333,0.158,0.518,0.468,13.8,28.7,0.252,0.46,15.7,73.1,0.225,Continental Airlines Arena,"622,574","15,185"
2012,7,Los Angeles Clippers,W,40,26,0.606,2.56,109.49,106.69,2.8,2.82,109.26,106.18,3.09,27.3,39,27,0.26,2.82,108.5,105.7,89.2,0.287,0.269,0.533,0.502,12.7,29.5,0.195,0.492,14.2,73.2,0.245,STAPLES Center,"634,237","19,219"
2011,7,Denver Nuggets,W,50,32,0.61,4.76,112.84,108.03,4.82,4.81,112.73,107.84,4.89,27.3,54,28,0.05,4.81,112.3,107.3,95.6,0.367,0.258,0.574,0.526,13.1,23.9,0.281,0.5,12.7,75.4,0.224,Pepsi Center,"696,568","16,989"
