YEAR,Rk,Team,Conf,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A,Age,PW,PL,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attend.,Attend./G
2016,1,San Antonio Spurs,W,67,15,0.817,10.63,111.04,99.55,11.49,10.28,110.59,99.49,11.1,30.3,67,15,-0.36,10.28,110.3,99,93.8,0.246,0.223,0.564,0.526,12.4,23,0.197,0.477,14.1,79.1,0.182,AT&T Center,"756,445","18,450"
2009,7,San Antonio Spurs,W,54,28,0.659,3.76,109.18,105.01,4.17,3.36,108.79,105.05,3.74,30.4,52,30,-0.4,3.36,108.5,104.3,88.4,0.251,0.248,0.548,0.513,11.7,22.1,0.191,0.487,11.7,78,0.191,AT&T Center,"749,048","18,269"
2000,6,Indiana Pacers,E,56,26,0.683,4.6,109.17,104.21,4.95,4.16,109.05,104.58,4.47,30.4,54,28,-0.45,4.15,108.5,103.6,93.1,0.302,0.224,0.552,0.503,13.3,24.9,0.245,0.469,12.6,71.5,0.197,Conseco Fieldhouse,"752,145",
2007,1,San Antonio Spurs,W,58,24,0.707,8.43,110.11,100.64,9.47,8.35,109.84,100.47,9.37,30.4,64,18,-0.08,8.35,109.2,99.9,89.8,0.313,0.247,0.561,0.521,13.6,24.2,0.235,0.471,14,75.7,0.201,AT&T Center,"764,823","18,654"
2016,20,Memphis Grizzlies,W,42,40,0.512,-2.24,106.36,108.69,-2.33,-2.13,106.23,108.45,-2.22,30.5,35,47,0.11,-2.14,105.4,107.8,93.3,0.295,0.222,0.524,0.477,12.3,25.3,0.231,0.518,15.2,75.1,0.251,FedEx Forum,"701,894","17,119"
2014,9,Dallas Mavericks,W,49,33,0.598,2.4,111.95,109.24,2.71,2.9,112.16,108.95,3.21,30.6,48,34,0.5,2.91,111.2,108.7,93.5,0.253,0.274,0.564,0.526,12.7,24.6,0.201,0.515,14.8,72.7,0.229,American Airlines Center,"817,982","19,951"
2018,14,Cleveland Cavaliers,E,50,32,0.61,0.94,113.58,112.56,1.02,0.59,113.61,112.94,0.67,30.6,43,39,-0.35,0.59,112.9,111.9,98,0.275,0.379,0.584,0.547,12.6,20.1,0.214,0.54,12.2,77.3,0.166,Quicken Loans Arena,"843,042","20,562"
2014,6,Miami Heat,E,54,28,0.659,4.76,112.13,106.75,5.38,4.15,112.15,107.42,4.73,30.6,54,28,-0.61,4.15,110.9,105.8,91.2,0.3,0.292,0.59,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212,AmericanAirlines Arena,"811,036","19,781"
2013,10,Los Angeles Lakers,W,45,37,0.549,1.16,108.49,107.23,1.27,1.48,108.48,106.86,1.62,30.7,44,38,0.32,1.48,107.8,106.6,94.4,0.345,0.303,0.548,0.512,13.9,27,0.239,0.496,11.9,74.3,0.163,STAPLES Center,"778,877","18,997"
2010,12,Dallas Mavericks,W,55,27,0.671,2.72,110,107.17,2.84,2.67,109.88,107.09,2.79,30.7,49,33,-0.06,2.66,109.2,106.3,92.5,0.277,0.222,0.552,0.506,12.3,24.3,0.226,0.495,13.6,73.7,0.206,American Airlines Center,"819,770","19,994"
2003,6,Utah Jazz,W,47,35,0.573,2.39,106.46,103.59,2.87,2.77,106.58,103.3,3.27,30.9,48,34,0.37,2.76,105.5,102.8,89.3,0.38,0.104,0.537,0.486,16,32.5,0.283,0.468,15.2,70.2,0.256,Delta Center,"786,034","19,172"
2001,13,Miami Heat,E,50,32,0.61,2.29,101.88,99.39,2.49,1.72,101.67,99.81,1.87,30.9,48,34,-0.57,1.73,101.1,98.5,87.1,0.299,0.221,0.515,0.469,13.7,24.3,0.227,0.46,15.3,72.7,0.214,AmericanAirlines Arena,"678,186","16,541"
2000,3,San Antonio Spurs,W,53,29,0.646,5.94,105.83,99.45,6.38,5.93,105.67,99.3,6.37,30.9,58,24,-0.02,5.92,105,98.6,90.8,0.346,0.138,0.535,0.488,14.3,27.8,0.258,0.451,13.5,73,0.188,Alamodome,"884,450",
2011,8,Dallas Mavericks,W,57,25,0.695,4.23,110.24,105.76,4.49,4.41,110.08,105.4,4.68,30.9,53,29,0.18,4.41,109.7,105,91.3,0.286,0.274,0.565,0.525,13.6,24.1,0.222,0.488,13,74.8,0.206,American Airlines Center,"824,162","20,102"
2012,14,Dallas Mavericks,W,36,30,0.545,0.95,104.08,103.01,1.07,1.78,104.04,102.07,1.97,31.3,35,31,0.83,1.78,103.3,102.3,91.4,0.246,0.271,0.527,0.489,13.4,23.4,0.19,0.479,13.9,74.8,0.203,American Airlines Center,"671,050","20,335"
2008,6,San Antonio Spurs,W,56,26,0.683,4.79,107.91,102.54,5.37,5.1,107.8,102.11,5.68,31.4,55,27,0.31,5.1,107.2,101.8,88.8,0.276,0.251,0.543,0.504,12.6,23.4,0.21,0.477,12.8,77.1,0.201,AT&T Center,"761,149","18,565"
2000,5,Utah Jazz,W,55,27,0.671,4.46,107.97,103.09,4.88,4.52,108,103.06,4.94,31.5,54,28,0.05,4.52,107.3,102.3,89.6,0.337,0.134,0.54,0.49,14.3,29.5,0.26,0.477,15,73.2,0.256,Delta Center,"801,268",
2001,3,Utah Jazz,W,53,29,0.646,4.7,108.36,103.17,5.19,5,108.42,102.89,5.53,32,55,27,0.31,5,107.6,102.4,89.8,0.363,0.135,0.546,0.497,15.1,30.2,0.273,0.473,15.6,73.2,0.301,Delta Center,"792,196","19,322"
